,ID,Conversation.ID,Text,Movie.Title,Movie.ID,Release.Year,Genre,Formal/Informal
50737,50737,L330574,"Somewhere on this island, there exits the greatest predator that ever lived.  And the second greatest predator must take him down., But why?, You remember that guy, about twenty years ago, I forget his name, but he climbed Everest without any oxygen, came down almost dead.  And they asked him, ""why did you go up there to die?""  And he said ""I didn't.  I went up there to live."", It's called self-testing.  But in your case, it sounds more like self-destruction.  A uniquely human characteristic.  In fact, human beings destroy things so well that I sometimes think that's our function. Maybe every few sons, some animal comes along that kills off the rest of the world, clears the decks, and lets evolution proceed to his next phase.  Maybe death and destruction are our job, maybe we're supposed to destroy ourselves and every other living thing that-, ",the lost world: jurassic park,m410,1997,"['action', 'adventure', 'sci-fi', 'thriller', 'action', 'adventure', 'animation', 'horror', 'sci-fi', 'thriller']",formal
50769,50769,L331916,"Ladies and gentlemen, last shuttle to the dock leaves in approximately five minutes.  Drop what you are doing and leave now., Damn!, ",jurassic park,m411,1993,"['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi']",formal
50844,50844,L331797,"Have a heart gentlemen.  Their parents are getting a divorce and they need the diversion., Hey!  Where are the brakes?, Brakes?  No.  No brakes.  They're electric cars, guided by this track in the roadway, and totally non-polluting, top of the line!, ",jurassic park,m411,1993,"['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi']",formal
51086,51086,L335464,"Am actually laying my hand on the twenty-five foot gorilla.Ladies and gentlemen! I am touching the beast!, Take your filthy paws off him -you ignorant pig!, ",king kong,m414,2005,"['adventure', 'drama', 'romance']",formal
51231,51231,L337502,"Ladies and gentlemen..., Ladies and gentlemen..., Welcome to the greatest show on earth., Welcome to the..., ",kramer vs. kramer,m416,1979,['drama'],formal
51272,51272,L338052,"Objection!  Your honor, counsel is raising a question that is not germane to these proceedings., While the child was in the care of the witness, he cut his face badly and is now scarred., ",kramer vs. kramer,m416,1979,['drama'],formal
51575,51575,L340204,"Oh.  Oh.  That's okay.  Well.  This uh... this probably wasn't meant to be, y'know.  I mean, I'm... God, I gotta be ten years younger and you, <u>you</u>... you're y'know..., A jerk., <u>Oh</u>...  No, no, I'm not angry I'm not, I'm just thrown, I'm...  I actually have an early lunch, so..., It's ten after nine., Yes, well...  famished., ",lake placid,m418,1999,"['action', 'comedy', 'horror', 'thriller']",formal
51657,51657,L341999,"He was a town marshal... one night he surprised two burglars, coming out the back of a drugstore... They shot him., Killed outright?, No. He was strong, he lasted almost a month. My mother - died when I was very young, so my father had become - the whole world to me... After he left me, I had nobody. I was ten years old., You're very frank, Clarice. I think - it would be quite something to know you in private life., Quid pro quo, Doctor., The significance of the moth is change. Caterpillar into cocoon into beauty... Billy wants to change, too, Clarice. But there's the problem of his size, you see. Even if he were a woman, he'd have to be a big one..., Dr. Lecter, there's no correlation in the literature between transsexualism and violence. Transsexuals are very passive., Clever girl. You're so close to the way you're going to catch him - do you realize that?, No. Tell me why., After your father's death, you were orphaned. What happened next?  I don't imagine the answer's on those second-rate shoes, Clarice., I went to live with my mother's cousin and her husband in Montana. They had a ranch., A cattle ranch?, Horses - and sheep..., How long did you live there?, Two months., Why so briefly?, I - ran away..., Why, Clarice? Did the rancher fuck you?, No., Did he try to?, No...! Quid pro quo, Doctor., Billy's not a real transsexual, but he thinks he is. He tries to be. He's tried to be a lot of things, I expect., You said - I was very close to the way we'd catch him., There are three major centers for transsexual surgery: Johns Hopkins, the University of Minnesota, and Columbus Medical center. I wouldn't be surprised if Billy has applied for sex reassignment at one or all of them, and been rejected., On what basis would they reject him?, The personality inventories would trip him up. Rorschach, Wechsler, House-Tree-Person... He wouldn't test like a real transsexual., How would he test?, ",the silence of the lambs,m419,1991,"['crime', 'thriller']",formal
51755,51755,L342506,"We must... stop... soon. Women are... tired.  You... understand?, I understand. This is not good place to stop.  Two leagues from here. No water 'til then.  That where we stop. Better place., No. Stop in the glade just ahead! When the ladies are rested, we will proceed. Do you understand?, ""Magua understand paleface is a dog to his women.  When his women want to eat, he lay aside his tomahawk to feed their laziness."", Excuse me. What did you say?, Magua say: ""Yes. Good idea."", ",last of the mohicans,m420,1977,"['action', 'adventure', 'war']",formal
51894,51894,L351941,"Let me tell you about Hatchet Harry. Once there was this geezer called Smithy Robinson who worked for Harry. It was rumoured that he was on the take. Harry invited Smithy round for an explanation. Smithy didn't do a very good job. Within a minute Harry lost his temper and reached for the nearest thing at hand, which happened to be a fifteen-inch black rubber cock. He then proceeded to batter poor Smithy to death with this; that was seen as a pleasant way to go . . . Hence, Hatchet Harry is a man you pay if you owe., I'll think of something, don't worry., ","lock, stock and two smoking barrels",m422,1998,"['crime', 'thriller']",formal
52062,52062,L353870,"I sprint the last quarter mile. You gentlemen don't have to keep up if you don't care to., Appreciate it, sir., ",lone star,m423,1996,"['drama', 'mystery', 'romance', 'western']",formal
52253,52253,L355188,"I only wear ties for funerals., You don't get in without one. It's like a gentlemen's club for illusionists.  Except most of us aren't gentlemen., ",lord of illusions,m424,1995,"['fantasy', 'horror', 'mystery', 'thriller']",formal
52822,52822,L367092,"Please revel with me, Aramis, I need my spirits lifted.  I'm old, I'm weak, my strength is gone --, Be quiet, you fat fool.  Can't you see I'm praying?, I just said you're praying!  Are you deaf too?  I know you're blind, because if you had seen the tits that just walked out of here, you'd have tears in your eyes., There are more important things than tits., Really?  If you can name me one thing, one single thing, that is more sublime than the feel of a plump pink nipple between my lips, I will buy you a new cathedral., ",the man in the iron mask,m429,1998/I,"['action', 'adventure', 'drama', 'history']",formal
53163,53163,L370181,"I was very original!, Yeah, exactly -- ""was""!  But now, you're creatively bankrupt.  In fact, Ladies and Gentlemen, Kaufman's so desperate, he PAID me to do this tonight!!  I'm a plant. It's just a fresh coat of paint on an old broken-down routine.  Isn't that true???, ",man on the moon,m432,1999,"['biography', 'comedy', 'drama']",formal
53490,53490,L376380,"What do you think the Board is going to say when I tell them that?, I don't care., With all due respect, you damn well better care because if you try to stonewall them again, there'll be blood on the floor., ",meet joe black,m435,1998,"['drama', 'fantasy', 'mystery', 'romance']",formal
54700,54700,L396648,"No doubt you've heard the rumors., I take no account of gossip, Your Highness., My concern is for the reputation of the Monarchy., Of course., I fear the influence he has on her. The man's word is not to be credited. He is an arriviste of the very lowest water.  She's having a bust cast of him.  In Nero Marquino marble., I see., I would talk to her myself, but she won't listen to me.  She must be persuaded, by someone she respects, to abandon this ridiculous favoritism before a situation develops., A situation?, I don't imagine you frequent the Republican Clubs.  But the fact that neither you nor I are members should not blind us to the significance of their existence.  The Tory Party has always been our party., I'm flattered you think so., I tell you, if we don't stick together on this, you could find yourself First President's Opposition.  Du Royaum Uni., Quite., ",mrs brown,m446,1997,"['biography', 'drama', 'history', 'romance']",formal
54706,54706,L396596,"Surely it is for the gentlemen to decide when to stop..., It is a disgusting habit, Bertie.  It should be discouraged., Yes, but isn't midnight a little excessive?, It is quite late enough., But mama, the room was built expressly for that purpose.  It has been a smoking-room by tradition ever since father --, Brown's responsibilities are onerous enough already.  He has far too much to do without having to stay up all night waiting for you to go to bed. The smoking-room will be closed and the lights put out at twelve o'clock., Mama..., And that is my last word on the matter., Well, I'm sorry, but I really do think it's too much that the gentlemen of the house should be dictated to by a servant., ",mrs brown,m446,1997,"['biography', 'drama', 'history', 'romance']",formal
54719,54719,L396468,"Awaiting my orders., You do not report for duty unless the Queen requests it.  You know that very well., I didn't come all this way to sit on my arse., You will await your orders like everyone else.  Unless you prefer a repeat of yesterday's little excitement., No., I beg your pardon?, ",mrs brown,m446,1997,"['biography', 'drama', 'history', 'romance']",formal
54755,54755,L396721,"Forgive me, gentlemen.  I'm late., Not at all, Dean.  Good of you to spare the time., I came as quickly as I could., You've seen the latest cartoon in Punch, I take it?, I beg your pardon?, ",mrs brown,m446,1997,"['biography', 'drama', 'history', 'romance']",formal
54948,54948,L401689,"And now ladies and gentlemen it's time for the fabulous CROCODILE SHOW !, Great ! You couldn't be a fan of Dolphins or some other less threatening animal., ","""murderland""",m449,2009,"['crime', 'drama', 'mystery']",formal
55060,55060,L401422,"Just look at this tie. You could fry an egg off that orange, yow. Have you ever considered the Jerry Garcia line of ties ?, Excuse me, gentlemen, ","""murderland""",m449,2009,"['crime', 'drama', 'mystery']",formal
56501,56501,L428174,"Don't you have any clubs?, No!, Let me see your hand!, No!, Well, if you gentlemen will excuse me, I have some pressing matters to attend to., ",one flew over the cuckoo's nest,m463,1975,['drama'],formal
56503,56503,L428256,"Miss Ratched. Given all the conditions of that sublime relationship, coupled with the subsequent annihilation of all that I held to be sacred, mentally, physically and emotionally, the only thing that I can speculate on, at this late date, is how I will justify the very existence of my life, with or without my dear wife., What's he talkin' about?, ",one flew over the cuckoo's nest,m463,1975,['drama'],formal
56903,56903,L432343,"Well?, Ahh, she will be yours., When!?, At your discretion...But first, I desire more entertainment., The moon is almost gone!, Ahh, there is yet time., At the first sight of the morning's rays' light..., I know the laws of the night. I state there is still time for yet another., I would have time for my own pleasures!, Your own pleasure comes only after mine, when I desire it. I am the Sole Ruler of the Dark World.  There is no one to challenge my authority here. My word is the law--all powerful. <b>No one</b> is to challenge that authority, <b>no one!</b>.  Is that understood?  It is my command., I understand, Master, Then see that it does not happen again, in the penalty of Everlasting Despair.  Now are there others?, There are others., Well then let us proceed., ",orgy of the dead,m466,1965,"['fantasy', 'horror']",formal
57072,57072,L434224,"Gentlemen.  I think we've calmed down now.  Haven't we, Jack?, Oh, yeah, I'm calm.  In fact, I'm totally ""relaxed..."", ",out of sight,m467,1998,"['comedy', 'crime', 'romance', 'thriller']",formal
57191,57191,L438272,"Now we have fifteen requests for the Emperor's Palace...and one for Tokyo baseball stadium., I d-don't think Japs ought'a be allowed to p-play baseball., I'd like to bomb their Emperor too.  But I think that'd just piss 'em off.  The idea here, Gentlemen, is not revenge. We're here to prove to them that they're neither invincible nor superior.  So let's try this again.  Military targets only., Colonel, to f-fight you need strategy. To have strategy, ya gotta practice.  And to practice it, ya gotta play --, No baseball diamonds, Red., Y-Yes Sir., ",pearl harbor,m468,2001,"['action', 'drama', 'romance', 'war']",formal
57481,57481,L441035,"You can save it for the jury, Charles. I want to hear you say, under oath, in front of a judge and a jury, I'm a bad lawyer.  Gentlemen.  Counselor., Don't do this, Andy., ",philadelphia,m471,1993,['drama'],formal
57501,57501,L441345,"Then we establish how Wheeler's boys recruited you after law school..., What have you prayed for?, For a healthy baby. For Lisa to make it through the delivery. For the Phillies to get into the playoffs., There's a possibility I won't be around for the end of this trial., I've considered that., What happens?, We proceed, representing your estate., I've made provisions in my will for some charities. Miguel will need a lawyer. I know it's not your area..., I know a good probate lawyer., Thanks.  Do you like opera?, ",philadelphia,m471,1993,['drama'],formal
57782,57782,L443472,"He can reason? With the Tribunal's permission, let me expose this hoax by direct examination., Proceed. But don't turn this hearing into a farce., ",planet of the apes,m473,2001,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']",formal
57826,57826,L443441,"Let it be clear at the outset that all matters pertaining to this inquiry are confidential, and anyone discussing them outside this chamber will be held in contempt of the Tribunal.  You may proceed, Dr. Honorius., By your leave, Mr. President -- the Tribunal has not yet defined the purpose of this inquiry., ",planet of the apes,m473,2001,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']",formal
57855,57855,L443763,"But suppose you find nothing but a wasteland. How will you survive?, He won't survive.  Do you know what sort of life awaits you out there, Taylor? That of an animal. If you aren't eventually hunted down and killed by apes, some jungle beast will devour you., ",planet of the apes,m473,2001,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']",formal
58131,58131,L448587,"I know, I know!  Gentlemen, let me introduce you to one of our most talented contributors to The Cold War.  James Penfield.  He wrote the opening chapter, on 'The Berlin Airlift'.  One of the best chapters in the book., Hello., I won't introduce you all by name. Basically James, this is our UK sales team.  What was I saying? Yes, these graduate trainees..., ",the ploughman's lunch,m476,1983,['drama'],formal
58162,58162,L448591,"Not here., To the airlift., To the airlift., Any sign of the goddess Barrington?, Not yet you know any of these people?, One or two.  A grey lot.  Some social democrats.  Some diligent anti-communists.  A political section man from the US Embassy. And this exquisite Californian wine, courtesy of the CIA., Nonsense., ",the ploughman's lunch,m476,1983,['drama'],formal
58660,58660,L452480,"Vit the Fuhrer, of course.  He liked me.  Out of all the household staff at Berchtesgarten, I vas his favorite.  I vas the only one allowed into his chambers at bedtime., No kidding?, Oh, sure.  I used to take him his hot milk and his opium.  Achhh, those were the days.  Vat good times ve had.  Dinner parties vit lovely ladies and gentlemen, singing und dancing.  You know, not many people knew about it, but the Fuhrer vas a terrific dancer., Really, I never dreamed ..., That's because you were taken in by that verdampter Allied propaganda. Such filthy lies.  But nobody said a bad vord about Winston Churchill, did they?  Oh no, Vin Vit Vinnie!  Churchill, vit his cigars and his brandy and his rotten paintings. Couldn't even say Nazi.  He would say Narzis, Narzis.  Ve vere not Narzies, ve vere Nazis.  But let me tell this, and you're getting it straight from the horse, Hitler vas better looking than Churchill, he vas a better dresser than Churchill, had more hair, told funnier jokes, and could dance the pants off Churchill!, That's exactly why we want to do this play.  To show the world the true Hitler, the Hitler you knew, the Hitler you loved, the Hitler with a song in his heart., ",the producers,m481,1968,['comedy'],formal
58883,58883,L457537,"You are too gracious. These things have some merit, I suspect ... but this--  ... I am convinced, is fine., Even those delicate veins, the texture of this flesh -- I have never seen anything more exquisite., My partner believes that I should build a horror chamber, immortalizing the hideous crimes and criminals of London. At such times Marie Antoinette has reassured me, she has promised me recognition for the devotion I gave to her., She will undoubtedly keep her promise. If you'll grant me the privilege, I'd like to submit this work to the Royal Academy when I get back., You will have won the undying gratitude of us all.  Is that not so, Marie Antoinette?, I regret I can't spend the time I'd like with your exhibition, but I'm going to worry the life out of you when I come back., It will always afford me great pleasure to see you., Good night, sir., Good night.  And I am very grateful to you., ",mystery of the wax museum,m485,1933,"['horror', 'mystery', 'thriller']",formal
59216,59216,L462912,"Why do you bother with that mumbo-jumbo crap?  Some fruitcake's writing it between bong hits, making it up as he goes, and you're actually taking the time to read it., Yeah, non-believer?  Here's yours...  ""Scorpio, October 24 to November 22: Jupiter is in conflict with Saturn, so proceed with caution..."", Look out!  Jupiter and Saturn'll get you every fucking time., ""Today you have a rare opportunity to make a big difference in your chosen field.  By your able leadership and with great conviction and strength of character, you will come up a winner."", Let me see that...  Not bad., ",red white black & blue,m488,2006,['documentary'],formal
59227,59227,L467018,"Admiral, we're in position. All fighters accounted for., Proceed with the countdown. All groups assume attack coordinates., ",star wars: episode vi - return of the jedi,m489,1983,"['action', 'adventure', 'fantasy', 'sci-fi']",formal
59238,59238,L466853,"What is thy bidding, my Master?, Send the fleet to the far side of Endor. There it will stay until called for., What of the reports of the Rebel fleet massing near Sullust?, It is of no concern. Soon the Rebellion will be crushed and young Skywalker will be one of us! Your work here is finished, my friend. Go out to the command ship and await my orders., Yes, my Master., ",star wars: episode vi - return of the jedi,m489,1983,"['action', 'adventure', 'fantasy', 'sci-fi']",formal
59239,59239,L466767,"The Death Star will be completed on schedule., You have done well, Lord Vader. And now I sense you wish to continue your search for young Skywalker., Yes, my Master., Patience, my friend. In time he will seek you out. And when he does, you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force., As you wish., Everything is proceeding as I have foreseen., ",star wars: episode vi - return of the jedi,m489,1983,"['action', 'adventure', 'fantasy', 'sci-fi']",formal
59603,59603,L472249,"This wind, you talk of, blows us from ourselves; Supper is done, and we shall come too late., I fear, too early: for my mind misgives Some consequence yet hanging in the stars Shall bitterly begin his fearful date With this night's revels and expire the term Of a despised life closed within my breast By some vile forfeit of untimely death. But He, that hath the steerage of my course, Direct my sail! On, lusty gentlemen., ",romeo and juliet,m493,1968/I,"['drama', 'romance']",formal
59643,59643,L472402,"Follow me close. Gentlemen, gooday. A word with one of you?, OH, and but one word with one of us? Couple it with something. Make it a word and a...a blow., You shall find me apt enough to that, sir. And you will give me occasion., Could you not take some occasion without giving?, Mercutio! Thou art consortest with Romeo?, Consort? What does thou make us minstrels? An thou make minstrels of us look to hear nothing of discords. Here's my fiddlestick. Here's that shall make you dance! Zounds, Consort!, ",romeo and juliet,m493,1968/I,"['drama', 'romance']",formal
59853,59853,L475652,"You gentlemen look like you're about to toss your collective cookies., Why don't you get to the point., My point, well..., ",route 9,m495,1998,"['crime', 'drama']",formal
60455,60455,L481435,"Now why don't you let these gentlemen pass? Don't you know who's in that car?, It's the paymaster from Moscow -- with our gold., No, no, it's the president of the company himself -- come all the way out here to make Jenkins general manager. So why you acting so mean?, ",salt of the earth,m500,1954,"['drama', 'history']",formal
60989,60989,L485935,"It's got nothing to do with reality, Oskar, I know it and you know it, it's a matter of national priority to these guys.  It's got a ritual significance to them, Jews shoveling snow., I lost a day of production.  I lost a worker.  I expect to be compensated., File a grievance with the Economic Office, it's your right., Would it do any good?, No., ",schindler's list,m504,1993,"['biography', 'drama', 'history', 'war']",formal
61365,61365,L487219,"Billy's right. Whenever he touches me, I just can't relax., You have a few intimacy issues as a result of your mother's untimely death. It's no big deal. You'll thaw out., But he's been so patient with me, Tatum. You know, with all the sex stuff. How many guys would put up with a girlfriend who's sexually anorexic?, Billy and his penis don't deserve you., ",scream,m507,1996/I,"['crime', 'horror', 'mystery', 'thriller']",formal
61442,61442,L489765,"No dates indicated, placed on the shelves in no discernible order.  It's just his mind poured out on paper.  I don't think it's going to give us any specifics., Looking around... I've got a bad feeling these murders are his life's work., ",seven,m508,1979,"['action', 'drama']",formal
61516,61516,L489425,"I was close once.  It just didn't happen., It surprises me.  It really does., Any person who spends a significant amount of time with me finds me... disagreeable. Just ask your husband., ",seven,m508,1979,"['action', 'drama']",formal
61542,61542,L490921,"You all right, sergeant?, Dunno...Seems so., Well, go get cleaned up and we'll proceed with the weddin'..., ",the searchers,m509,1956,"['adventure', 'drama', 'western']",formal
61585,61585,L490695,"Sir -- we charged!..Gentlemen -- and I hope you will quote me -- I cannot say too much for the courage of the men who followed me into that Cheyenne camp..., <U>Cheyenne</U>! What Cheyenne?, I beg your pardon?, That camp you hit was Nawyecka Comanche...Chief Scar's bunch..., ",the searchers,m509,1956,"['adventure', 'drama', 'western']",formal
61711,61711,L495716,"Well, look here!, Ladies and gentlemen: The ""Straub country-residence""., ",seven days to live,m510,2000,"['drama', 'horror', 'thriller']",formal
61736,61736,L499357,"Gentlemen! Thank you! You are welcome., Who is that?, ",shakespeare in love,m511,1998,"['comedy', 'drama', 'romance']",formal
62248,62248,L502772,"I'm afraid it's advocaat sir.  It tends to stain., Advocaat is it?, Yes sir.  Look um... I think the best thing is to come along to the gentlemen's room, sir, and eh..., ",the shining,m514,1980,"['horror', 'mystery', 'thriller']",formal
62463,62463,L509049,"Then I guess you're stuck.  Life sentence.  No parole., Very well.  I hold you responsible for all of this, For introducing a lounge act into my convent.  For utterly disrupting our way of life.  And for placing all of us in mortal danger.  Thank-you., ",sister act,m516,1992,"['comedy', 'crime', 'music']",formal
62570,62570,L508861,"I don't understand.  Where is she?, Her whereabouts are unknown, and we must proceed without her.  Pull yourselves together., ",sister act,m516,1992,"['comedy', 'crime', 'music']",formal
62584,62584,L511283,"Excuse me, gentlemen, but... who has seen this Horseman?, Many have., Then, name one person who has seen him with their own eyes., ",sleepy hollow,m517,1999,"['fantasy', 'mystery', 'thriller']",formal
62599,62599,L511264,"An honor, gentlemen.  In time I will need every detail of the three murderings you've had, but, for now, I ask only if you have any theory at all as to who the killer might be?, Excuse me?, I say, is there any one person suspect in these acts?, I was afraid of this., ",sleepy hollow,m517,1999,"['fantasy', 'mystery', 'thriller']",formal
62604,62604,L511376,"It is sacrilege!, I cannot proceed without examining the previous victims., ",sleepy hollow,m517,1999,"['fantasy', 'mystery', 'thriller']",formal
62686,62686,L511329,"You said yourself.  What mere man could have downed the Belltower?, It is a prime tenet of science, Philipse, that because one thing appears improbable does not mean you embrace the utterly fantastical., ",sleepy hollow,m517,1999,"['fantasy', 'mystery', 'thriller']",formal
63245,63245,L521550,"It's exquisite - like a floating mansion., It's all right for a bachelor., What a beautiful fish., Caught him off Cape Hatteras., What is it?, Oh - a member of the herring family., A herring?  Isn't it amazing how they get those big fish into those little glass jars?, They shrink when they're marinated., ",some like it hot,m522,1959,['comedy'],formal
63601,63601,L524973,"Now listen carefully. Stan and Kyle, you stand watch here and await my return. If any guards come by, make a sound like a dying giraffe., What's a dying giraffe sound like?, Gwpaapa. Gwpaapa., Kay., ",south park: bigger longer & uncut,m525,1999,"['animation', 'comedy', 'musical']",formal
63706,63706,L525685,"And what are they doing now, Mac?, They are awaiting further information., ",spacejacked,m526,1997,"['action', 'sci-fi']",formal
63717,63717,L525603,"Uh, that's an affirmative, Roger Wilco.  Please proceed., We have the codes here.  How do you want to receive them?, Well, preferably in tens and twenties..., ",spacejacked,m526,1997,"['action', 'sci-fi']",formal
64435,64435,L544967,"The examination is a normal function., You may proceede., ",star trek: the motion picture,m531,1979,"['adventure', 'fantasy', 'mystery', 'sci-fi']",formal
64530,64530,L544862,"Recommend we proceede, Captain., Mr. Decker... ?, ",star trek: the motion picture,m531,1979,"['adventure', 'fantasy', 'mystery', 'sci-fi']",formal
64532,64532,L544853,"The 'puzzlement' I sensed was fleeting... minor...  ... as if carrying a sense of our insignificance, Captain., Our... 'insignificance'?, ",star trek: the motion picture,m531,1979,"['adventure', 'fantasy', 'mystery', 'sci-fi']",formal
64549,64549,L545014,"Starfleet signals, sir, growing in strength...  They -- have Intruder on their monitors -- it's decelerating -- powerfield cloud beginning to dissipate..., Confirm, Captain. Lunar beacons indicate Intruder on a course into Earth orbit..., ",star trek: the motion picture,m531,1979,"['adventure', 'fantasy', 'mystery', 'sci-fi']",formal
65373,65373,L553831,"Yeah. Yeah, no, you're right. It's no big deal, you know. Guy probably has his arm around her right now, holding her close, nudging her titty with his elbow, talking about the deep significance of his music, while she looks up at him with her big brown eyes. In a few minutes they'll be back at the Four Seasons. You ever, you ever stayed in one of those places?, No., Well, it ain't no pup tent in the garage, you know what I mean? Fuck. So they'll talk and talk. They'll probably talk all night. And, oh, they'll decide that they're gonna spend the night together, right? But, you know, they're gonna keep their underwear on and they're not gonna do anything. By six a.m. he's parking the pink Cadillac. Fuck. There's really only one answer., What?, Anarchy, my friend. Fuck 'em. You know what I mean?, Yeah, fuck 'em., No, no, say it like this. Fuck 'em!, Fuck 'em! Fuck 'em all, man!, ",suburbia,m537,1996,"['comedy', 'drama']",formal
66045,66045,L559106,"Hi. Is dinner ready? I'm famished., Let's sit down. They walk to the table. LOIS calls out to the balcony., ",superman iv: the quest for peace,m543,1987,"['action', 'adventure', 'family', 'fantasy', 'sci-fi']",formal
66174,66174,L560620,"See?, See? I see. It's you who don't see. Doesn't see. I cannot believe it! How you people fail to grasp the long-range significance of this! Y'know?, I'm going to bed., Stay and listen!  Besides, it's twelve in the afternoon. This is no time to go to bed., ",superman,m544,1978,"['action', 'family', 'sci-fi']",formal
66206,66206,L560565,"Superman???, Right on the first guess., Wha'...what are you doing here?, I came to talk to you., The answer is yes. Now what's the question?, There's been a lot of confusion in the media about who I am and what I'm up to and all that. I'd like to set the record straight. With your help., This is incredible. I was just sitting here trying to figure out how to contact you. I mean, you don't have an answering service, right?, Unlisted number, Shall we proceed?, ",superman,m544,1978,"['action', 'family', 'sci-fi']",formal
66245,66245,L564761,"Mr. Mitchell Stephens, Esquire, would you be likely to sue me if I was to beat you right now?  Beat you so bad that you pissed blood and couldn't walk for a month.  Because that's what I'm about to do., No, Mr. Ansel.  I wouldn't sue you., Leave us alone, Stephens.  Leave the people of this town alone.  You can't help., You can help each other.  Several people have agreed to let me represent them in a negligence suit. Your case as an individual will be stronger if I'm allowed to represent you together as a group., Case?, The Walkers have agreed.  The Ottos. Nicole Burnell's parents.  It's important to initiate proceedings right away.  Things get covered up. People lie.  That's why we have to begin our investigation quickly. Before the evidence disappears. That's why I'm out here tonight., I know Risa and Wendell Walker. They wouldn't hire a goddamned lawyer.  And the Ottos wouldn't deal, ",the sweet hereafter,m545,1997,['drama'],formal
66638,66638,L568396,"When I last saw you, I was unprepared. I did not know what to expect. In these past weeks, I have been thinking more carefully and making some notes.  You have to understand who I am and what I am. I am a musician and I believe in music. I am an artist and I believe in art. Art in general, and music, in particular, has for me mystical powers which nurture man's spiritual needs. I must confess, however, to being extremely naive.  I insisted for many years on the absolute separation of art and politics. My entire life was devoted to music because, and this is very important, because I thought that I could, through music, do something practical., And what was that?, Maintain liberty, humanity and justice., Gee, that's a thing of beauty, honest to God, a real thing of beauty. I'm going to try to remember that. Liberty, humanity and justice. Beautiful. But you used the word 'naive'. Are you now saying you think you were wrong? That art and politics can't be separated?, I believe art and politics should be separate, but that they weren't kept separate I learned to my cost., And when did you first learn that - when you sent the telegram? Was that the surrender signal, the waving of the white flag?, What telegram?, 'Happy birthday, dear Adolf, love Wilhelm.' Or words to that effect. That sounds to me like you were dropping on your knees and saying, 'Okay, Adolf, you win. You're the number one man. Have a swell party.', I have no idea what you're talking about., The birthday greetings you sent to your old pal, Adolf Hider., I never sent him any birthday greetings or any other kind of greetings., Think carefully, Wilhelm... maybe not in your own name, but as Privy Councillor or Vice-President., I don't have to think carefully. This is utterly ridiculous., ",taking sides,m548,2001,"['drama', 'music', 'war']",formal
67045,67045,L574865,"I should really give him a call.  He's a character, isn't he.  Well, not to you. I meant to us squares in the outside world., He give me your address., I gave him yours.  Said, here, you want to write, I think this is a relative.  I guess I thought I was being true to Jenny.  Who told me she didn't have a father -- before proceeding of course to tell me why., Well, don't suppose she did, really, most of her life.  On her own after her mum died.  Aunts and uncles for a time -- and then the bright lights beckoned., Were you still married at the time -- to Jenny's mother, I mean?, Nah, we split up when Jenny was six.  Her second husband done a runner after she got sick.  They give me compassionate leave from Parkhurst to go visit her in hospital.  We were always mates, me and Jenny's mum.  I like to think they're together again now.  Y'know.  Heavenly choir., ",the limey,m552,1999,"['crime', 'drama', 'mystery', 'thriller']",formal
67540,67540,L582490,"How's the patient., Awaiting his arrival., What about the cat?, Completely unaware., ",the cell,m557,2000,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']",formal
67555,67555,L582041,"We proceed assuming she is., Let's give old Carl a call.  Tell him he's got company., No.  Can you get a man close?, ",the cell,m557,2000,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']",formal
68233,68233,L596665,"Now you know why youre here, Mr Lombard.  It might be difficult for someone like you to discern, but we are people of a certain standing., Appearances can be deceptive, Mrs De Moraes., That depends what youre looking at., ",the lost son,m564,1999,"['crime', 'drama', 'romance', 'thriller']",formal
68420,68420,L598485,"Jeanne, listen to me very carefully. We are all men of faith, and we shall earnestly strive for the salvation of both your soul and body as though it were our own.  We do so in the name of our Holy Mother Church, who never closes her arms to those who would return to her.  But we cannot help you unless you submit to our learned judgment and authority.  Take heed of this charitable admonition, for if you persist in refusing our help, then we shall have no choice but to abandon you to the secular powers, and I think you know well enough the punishment that would await you.  So now... will you please recite Our Lord's Prayer?, Not unless you hear my confession., ",the messenger,m565,2009/I,"['drama', 'romance', 'war']",formal
69353,69353,L614285,"It would be a terrible scandal, wouldn't it?, Giron...!, Yes, Giron! Chairman of the board of Colet and Company. Honorary president of the Orphans' Asylum. Adolph J. Giron--distinguished citizen! ... Well, shall I call the police?  I see! You have to be in the social register to keep out of jail. But when a man starts at the bottom and works his way up--a self-made crook --then you say, ""Call the police! Put him behind bars! Lock him up!"", ",trouble in paradise,m573,1932,"['comedy', 'crime', 'romance']",formal
69837,69837,L617853,"It's a beautiful boat, Sir Elliot. Practically glows in the dark., I can tell you're a man with an eye for exquisite possessions, Mr. Bond.  Darling! Come here.  I want you to meet my wife., ",tomorrow never dies,m577,1997,"['action', 'adventure', 'thriller']",formal
